2026-02-17 13:52:19,nslookup,instagram.com,31.13.80.174,Success
2026-02-17 13:52:32,ifconfig,en0,50:a6:d8:d9:6e:6b / 10.4.129.30,Captured
2026-02-17 13:52:40,arp,local,6 devices,Captured
